Name:string,Calls:ulong,Excl Count Min:ulong,Excl Count Max:ulong,Excl Count Average,Excl Count Total:float,Incl Count Min:ulong,Incl Count Max:ulong,Incl Count Average,Incl Count Total:float,Filename:string,Line Number:uinteger,Start Address:uinteger
"_UNKNOWN_, combineWithoutDelay(short *, short *, short *, short *, unsigned short, unsigned short, unsigned short)","14400","36","60","44.00000000000024","633600.0000000035","36","60","44.00000000000024","633600.0000000035","E:\Koen\Documenten\2015-2016\pno\dsp\PnD_Speech_Codec_Koen_Seppe\PnD_Speech_Codec_Koen_Seppe\Release\..\synthesis.c","81","2147486612"
"_UNKNOWN_, copyToLowerLayer(struct chunk *)","2400","263","263","263.0","631200.0","263","263","263.0","631200.0","E:\Koen\Documenten\2015-2016\pno\dsp\PnD_Speech_Codec_Koen_Seppe\PnD_Speech_Codec_Koen_Seppe\Release\..\analysis.c","177","2147488480"
"_UNKNOWN_, wavpcm_output_copy_settings(struct wavpcm_input *, struct wavpcm_output *)","1","29","29","29.0","29.0","29","29","29.0","29.0","E:\Koen\Documenten\2015-2016\pno\dsp\PnD_Speech_Codec_Koen_Seppe\PnD_Speech_Codec_Koen_Seppe\Release\..\wavpcm_io.c","245","2147484288"
"_UNKNOWN_, addBufferToHistory(short *, struct chunk *)","2400","132","132","132.0","316800.0","132","132","132.0","316800.0","E:\Koen\Documenten\2015-2016\pno\dsp\PnD_Speech_Codec_Koen_Seppe\PnD_Speech_Codec_Koen_Seppe\Release\..\analysis.c","3","2147489900"
"_UNKNOWN_, copyToHistoryChunk(short *, short *, short *, short *, short *, short *, struct chunk *)","2400","79","79","79.0","189600.0","79","79","79.0","189600.0","E:\Koen\Documenten\2015-2016\pno\dsp\PnD_Speech_Codec_Koen_Seppe\PnD_Speech_Codec_Koen_Seppe\Release\..\synthesis.c","6","2147486288"
"_UNKNOWN_, compress30Samples(short *)","2400","41","41","41.0","98400.0","41","41","41.0","98400.0","E:\Koen\Documenten\2015-2016\pno\dsp\PnD_Speech_Codec_Koen_Seppe\PnD_Speech_Codec_Koen_Seppe\Release\..\bitManipulation.c","4","2147511148"
"_UNKNOWN_, decompress30samples(unsigned char *, short *)","2400","37","37","37.0","88800.0","37","37","37.0","88800.0","E:\Koen\Documenten\2015-2016\pno\dsp\PnD_Speech_Codec_Koen_Seppe\PnD_Speech_Codec_Koen_Seppe\Release\..\bitManipulation.c","48","2147510976"
"_UNKNOWN_, wavpcm_input_read(struct wavpcm_input *, short *)","2400","117","117","117.0","280800.0","823","1144","1119.992916666667","2687983.000000001","E:\Koen\Documenten\2015-2016\pno\dsp\PnD_Speech_Codec_Koen_Seppe\PnD_Speech_Codec_Koen_Seppe\Release\..\wavpcm_io.c","145","2147484836"
"_UNKNOWN_, synthesis(short *, short *, short *, short *, short *, short *, short *, struct chunk *)","2400","197","197","197.0","472800.0","3249","3249","3249.0","7797600.0","E:\Koen\Documenten\2015-2016\pno\dsp\PnD_Speech_Codec_Koen_Seppe\PnD_Speech_Codec_Koen_Seppe\Release\..\synthesis.c","114","2147487680"
"_UNKNOWN_, wavpcm_input_read(struct wavpcm_input *, short *)","2400","117","117","117.0","280800.0","823","1144","1119.992916666667","2687983.000000001","E:\Koen\Documenten\2015-2016\pno\dsp\PnD_Speech_Codec_Koen_Seppe\PnD_Speech_Codec_Koen_Seppe\Release\..\wavpcm_io.c","145","2147484836"
"_UNKNOWN_, synthesis(short *, short *, short *, short *, short *, short *, short *, struct chunk *)","2400","197","197","197.0","472800.0","3249","3249","3249.0","7797600.0","E:\Koen\Documenten\2015-2016\pno\dsp\PnD_Speech_Codec_Koen_Seppe\PnD_Speech_Codec_Koen_Seppe\Release\..\synthesis.c","114","2147487680"
"_UNKNOWN_, wavpcm_input_open(struct wavpcm_input *)","1","131","131","131.0","131.0","2339","2339","2339.0","2339.0","E:\Koen\Documenten\2015-2016\pno\dsp\PnD_Speech_Codec_Koen_Seppe\PnD_Speech_Codec_Koen_Seppe\Release\..\wavpcm_io.c","54","2147485356"
